connection_idx,mean_connectivity_z,condition
416,0.041993524108025905,external
417,0.06063253391183434,external
418,0.11788089703762085,external
419,0.11927257116801966,external
420,0.23735002865047725,external
421,0.07967339366999944,external
422,0.06469490777694949,external
423,0.054696839558352056,external
424,0.04846435196577831,external
425,0.00912379086659068,external
426,-0.09901252861307251,external
427,-0.05745339281114892,external
428,-0.07640306602812423,external
429,-0.08049537276576697,external
430,-0.022587554630985357,external
431,0.058369090698450164,external
432,-0.025823951939768608,external
433,-0.03788779497210027,external
434,-0.04026079675821829,external
435,0.007240299878197891,external
436,0.16296010961421448,external
437,0.026009155444436795,external
438,-0.005286362787558836,external
439,-0.06786132386676635,external
440,-0.03149127808043768,external
441,0.0038591745116981677,external
442,0.0270663799035835,external
443,0.02730682530127307,external
444,0.0538853544949153,external
445,0.023648294056150793,external
446,0.01150417748542847,external
447,-0.012373868953355913,external
448,0.021586165512565907,external
449,-0.017097203740569767,external
450,-0.00831299612009668,external
451,0.08633357177091565,external
452,0.0024077471376128395,external
453,-0.035764901155063276,external
454,-0.02391452134280551,external
455,-0.04661062455983004,external
456,0.056629621554406206,external
457,-0.0012784622935243701,external
458,0.03214059153533485,external
459,-0.058390262729517584,external
460,-0.04176901564578867,external
461,0.010721952014521516,external
462,0.05985811457703688,external
463,0.008476524134153757,external
464,0.027872892834605294,external
465,0.019342404477278707,external
466,0.0021377799770870357,external
467,-0.006505167697978824,external
468,0.06428530756876484,external
469,-0.0062849711560366865,external
470,0.04857791951313365,external
471,0.08422218420785339,external
472,0.0255265458228157,external
473,0.014439354760944448,external
474,0.020144679493817732,external
475,0.05116342994036952,external
476,0.06987074447512685,external
477,0.07202890871016362,external
478,0.06410208105315114,external
479,0.029205509740733743,external
480,0.02435713158324532,external
481,0.020888946495348098,external
482,0.009303696672242059,external
483,-0.025097736946850968,external
484,0.021965334057575874,external
485,0.07695294749333159,external
486,0.012432269561329506,external
487,0.030924239292375717,external
488,0.013914940762070857,external
489,0.07491034442446066,external
490,0.22198973865642602,external
491,0.08021409443929702,external
492,0.0760977093832124,external
493,0.027726003250661834,external
494,0.08748263994282109,external
495,0.02884417291791354,external
496,0.05660107857770905,external
497,0.03139040755041974,external
498,0.055657593957248064,external
499,0.020866182275265478,external
500,0.06203172498869373,external
501,0.13717941202597508,external
502,0.07986807574587466,external
503,0.029969253993211844,external
504,0.11466415114705682,external
505,0.03201186095561725,external
506,0.01607069846439389,external
507,-0.03131458524660866,external
508,0.028168986984209343,external
509,-0.012819988829999332,external
510,-0.018390475144828434,external
511,0.03507093282247234,external
512,-0.02396049510217131,external
513,-0.008814555493768186,external
514,-0.004051772230678587,external
515,0.01747076330968476,external
516,-0.06385499940945523,external
517,0.04507041988073055,external
518,0.05441348087275847,external
519,-0.05431792030963334,external
520,-0.10226703316081454,external
521,-0.08679240033086544,external
522,-0.001029911683327898,external
523,-0.01682525944244204,external
524,0.040572248261365455,external
525,0.04651792101159833,external
526,-0.010301420183582705,external
527,-0.0005621856376061644,external
528,-0.06459950136995664,external
529,-0.0009942288757932571,external
530,0.009365868741507466,external
531,0.010199292480750688,external
532,-0.00360889405216105,external
533,0.03110169297969222,external
534,0.07344118419792588,external
535,0.16111523903613587,external
536,0.0970115669746881,external
537,0.06514370438183523,external
538,0.04237955182551057,external
539,0.029346068585951252,external
540,0.08568203521245915,external
541,0.10002830301946526,external
542,0.04998536702432363,external
543,0.0858751268429813,external
544,0.030262386980405,external
545,0.09997179284636792,external
546,-0.1155758726859701,external
547,-0.026516254949189966,external
548,0.05443823751381515,external
549,0.02067864067861351,external
550,0.07211831317552143,external
551,-0.11898293510349722,external
552,0.04398351693850166,external
553,0.08830566206899555,external
554,0.20366755971291095,external
555,0.0006502745029170106,external
556,0.05722178505877584,external
557,0.019387415444447303,external
558,-0.0040302239926044425,external
559,0.008349867824072673,external
560,-0.01890142074699476,external
561,,external
562,,external
563,,external
564,,external
565,,external
566,,external
567,,external
568,,external
569,,external
570,,external
571,,external
572,,external
573,,external
574,,external
575,,external
576,,external
577,,external
578,,external
579,,external
580,,external
581,,external
582,,external
583,,external
584,,external
585,,external
586,,external
587,,external
588,,external
589,,external
590,,external
591,,external
592,,external
593,,external
594,,external
